檔名,中文,客語漢字,客語拼音,標籤,備註
zx1kjm1ko1.wav,叫做王國戰隊但我們都有自己的王國要照顧不再是了從現在起你們的工作是保護大家的安全不用 謝了我堅持要穿自己的衣服,喊做王國戰隊毋過𠊎人攏有自家个王國愛照顧啊擱來毋係啊在這嘛開始你人个頭路係保護大家个安全毋使  勞力𠊎堅持討著自家个衫,heem31 zoo31 ong53 gud24 zhen31 tui55 m55 goo31 ngai53 ngin53 lung31 rhiu11 zi11 ga11 e55 ong53 gud24 oi31 zhio31 gu31 a33 goo24 loi53 m11 he55 a33 da55 li24 ma11 koi11 shi31 hen53 ngin53 e55 teu53 lu55 he55 boo31 fu55 tai55 ga11 e55 on11 cien53 m55 su31 loo31 lad43 ngai53 gien11 chi53 too31 zhoo24 zi11 ga11 e55 sam11,,
51t64sqdi6.wav,保衛自己的領土我們會分成五個王國是因為不同的物種無法一起生活捷巴利我們要走了把衣服換掉吧可是我們不能走啊他們需要我們,保護自家个土地𠊎人會分做五個王國係因為無共款个物種無法度作垺生活捷巴利 𫣆人愛走啊拁衫換莫毋過𫣆人毋會用走啊佢人愛𫣆人,boo31 fu55 zi11 ga11 e55 tu31 ti55 ngai53 ngin53 bbue55 bun11 zoo31 m31 gai31 ong53 gud24 he55 rhin11 bbui11 mo53 kung55 kuan31 e55 bbud43 zhun31 mo53 fad24 tu55 zoo24 pu53 sing11 ua55 ciab43 ba11 li55 een11 ngin53 oi31 zeu31 a11 ga11 sam11 bban55 mai31 m55 goo31 een11 ngin53 m11 bboi55 rhung55 zeu31 a33 gui53 ngin53 oi31 een11 ngin53,,
izzxqz7rd7.wav,隨便你我要走了,隨在你𠊎討走啊,sui53 cai55 hen53 ngai53 too31 zeu31 a11,,
l18mku8h5u.wav,你是誰大家好我是捷巴利咪登的徒弟很好一位跟班,你係哪儕大家好我係捷巴利咪登的徒弟真好啊一個跈上跈落个,hen53 he55 ni55 sa53 tai55 ga11 hoo31 ngo31 he55 ciab43 ba11 li55 mi11 den11 did24 tu53 te11 zhin11 hoo31 a33 rhid24 gai31 ten53 shong11 ten53 loo55 e55,,
5b0gki5s9x.wav,好奇怪的一隻熊這位是史帕琪是你們所有裝備的設計師還有我不是熊我是有袋動物總之很高興見到各位,真怪奇个一隻熊啊這個係史帕琪係你人所有裝備个設計師猶有𠊎毋係熊𠊎係有袋个動物總講真歡喜䀴著大家,zhin11 guai31 ki53 e55 rhid24 zha24 him53 a11 li24 gai31 he55 su31 pa31 ki53 he55 hen53 ngin53 su31 rhiu11 zong11 pi55 e55 shed24 ge31 su11 ia53 rhiu11 ngai53 m11 he55 him53 ngai53 he55 rhiu11 toi55 e55 tung55 bbud43 zung31 gong31 zhin11 fan11 hi31 ngiang31 choo55 tai55 ga11,,
fffq6i8vcf.wav,跟我來祝你們好運了王國戰隊我們就依靠你們了加油這是爬行者號,跈𠊎來祝你人大家好運王國戰隊𠊎人即靠你人啊加油哦這係爬行者號,ten53 ngai53 loi53 zhu24 hen53 ngin53 tai55 ga11 hoo31 bbin55 ong53 gud24 zhen31 tui55 ngai53 ngin53 cid43 koo31 hen53 ngin53 a33 ga11 rhiu53 o24 lia24 he55 pa53 hang53 zha31 hoo55,,
yqdns7o086.wav,這實在是太讚了很棒的發明那些輪子是加強版的三倍懸吊系統嗎爬行者號是戰隊的行動指揮中心我帶你們看看吧這裡是控制中心,這實在係真讚呢真慶个發明遐兜輪係加強版个三倍懸吊系統係毋*係爬行者號係戰隊个行動指揮中心𠊎渡你人䀴䀴个這係控制中心,lia24 shid43 cai55 he55 zhin11 zan31 ne31 zhin11 kiang31 e55 fad24 men53 ga24 deu11 lien31 he55 ga11 kiong53 ban31 e55 sam11 pue55 hien53 deeu31 he55 tung31 he55 m11*he55 me11 pa53 hang53 zha31 hoo55 he55 zhen31 tui55 e55 hang53 tung11 zhi31 fui11 zhung11 sim11 ngai53 tu31 hen53 ngin53 ngiang31 ngiang31 e11 lia24 he55 kung31 zhi31 zhung11 sim11,,
911c6738fo.wav,好寬敞喔實驗室這實在是好棒啊會議室大電視,哦足寬个哦實驗室這實在足好个會議室大電視咧,o11 ziu24 kuan11 e55 o24 shid43 ngiam55 shid24 lia24 shid43 cai55 ziu24 hoo31 e11 fue55 ngi55 shid24 tai55 teen55 shi55 le11,,
5yavs0paj3.wav,大家好我就是煞不理博士在貓咪株式會社這裡我們為你現在的方便發明未來的科技比如從空氣動力學到收割莊稼,大家好𠊎即係煞不理博士在貓咪株式會社這裡𠊎人為你現時个利便發明未來个科技像講係對空氣動力學到收割農作物,tai55 ga11 hoo31 ngai53 cid43 he55 sad24 bud24 li31 boo24 su55 da55 ngiau31 mi11 zhi11 shid24 fui55 sha55 li24 le31 ngai53 ngin53 bbui55 hen53 hien55 shi53 e55 li55 pen55 fad24 men53 bbi55 loi53 e55 koo11 gi11 ciong55 gong31 he55 doi31 kung11 ki31 tung55 lid43 hoo55 doo31 shiu11 god24 nung53 zoo24 bbud43,,
t6xfyczkwu.wav,而現在垃圾處理沒有太大太貴的問題是我們所解決不了的貓咪株式會社今天就把你的錢給我們吧我是說把錢投資我們,啊這滿垃圾个處理無傷大傷貴个問題係𠊎人無法度解決个貓咪株式會社今日即拁你个錢得𠊎人啦𠊎係講拁錢投資𠊎人,a33 li24 man31 li31 sab24 e55 chi31 li31 mo53 shiong55 tai55 shiong55 gui31 e55 bbun55 te53 he55 ngai53 ngin53 mo53 fad24 tu55 goi31 guad24 e55 ngiau31 mi11 zhi11 shid24 fui55 sha55 gin11 ngid24 cid43 ga11 hen53 e55 cien53 ded24 ngai53 ngin53 la11 ngai53 he55 gong31 ga11 cien53 teu53 zu11 ngai53 ngin53,,
sv09odjtv3.wav,就是今天我們會後製剪輯的來吧孩子我們還沒逛完呢好的各位這是最後一站了車庫你們都有一部高科技超級座騎,即係今日𠊎人會後製剪輯个來啦細子𫣆人猶吂踅煞呢好啊大家這係頭尾一站啊車庫你人攏有一臺高科技超級个座騎,cid43 he55 gin11 ngid24 ngai53 ngin53 bbue55 heu55 zhi31 zien31 zib43 e11 loi53 la11 se31 zu31 een11 ngin53 ia53 mang11 se55 sad24 ne31 hoo31 a11 tai55 ga11 lia24 he55 teu53 mui11 rhid24 cam55 a33 cha11 ku31 hen53 ngin53 lung31 rhiu11 rhid24 tai53 goo11 koo11 gi11 chio11 gib24 e55 coo11 ki53,,
41pss8otvb.wav,這是什麼那是王國戰隊的警報訊號叢林王國有麻煩了我傳位置給你們,這係麼个啊遐係王國戰隊个警報訊號叢林王國有麻煩啊𠊎傳位場得你人,lia24 he55 bboo24 gai31 a11 ga24 he55 ong53 gud24 zhen31 tui55 e55 gin31 boo31 sin31 hoo55 cung53 lim53 ong53 gud24 rhiu11 ma53 fan53 a11 ngai53 chen53 bbi55 chong53 ded24 hen53 ngin53,,
pwa9yr6c9w.wav,我們走吧出發,𫣆人行啊出發,een11 ngin53 hang53 a11 chid24 fad24,,
rv56eognzd.wav,你們要去蘭花谷有消息說那裡有地震蘭花谷我知道那裡我們要趕快你們會很快就會到那裡仔細聽我說座騎的功能史帕琪這不是我們第一次做任務,你人愛去蘭花谷有消息講遐跡位有地動蘭花谷𠊎知在哪位𫣆人愛較緊个你人真緊即會到位遐斟酌聽𠊎講座騎个功能史帕琪這毋係𠊎人第一擺做任務,hen53 ngin53 oi31 kui31 lan53 fa11 gu24 rhiu11 sio11 sid24 gong31 ga24 zia24 bbi55 rhiu11 ti55 tun11 lan53 fa11 gu24 ngai53 di11 da55 ni55 bbi55 een11 ngin53 oi31 ka31 gin31 e11 hen53 ngin53 zhin11 gin31 cid43 bbue55 doo31 bbi55 ga24 zhim11 zhoo24 ten11 ngai53 gong31 coo55 ki53 e55 gung11 nen53 su31 pa31 ki53 lia24 m11 he55 ngai53 ngin53 ti55 rhid24 bai31 zoo31 rhim55 bbu55,,
tr55ejorwj.wav,我們知道我們在做什麼的這是你們第一次開王國座騎啊我相信我們會做的我們來了,𠊎人知𠊎人在做麼个這係你人第一擺駛王國座騎啊𠊎相信𠊎人會曉做个𠊎人來啊,ngai53 ngin53 di11 ngai53 ngin53 da55 zoo31 bboo24 gai31 lia24 he55 hen53 ngin53 ti55 rhid24 bai31 su31 ong53 gud24 coo11 ki53 a33 ngai53 siong11 sin31 ngai53 ngin53 bbue55 hiau31 zoo31 e11 ngai53 ngin53 loi53 a11,,
0vc2aa60jn.wav,火勢很大耶好的大伙我的計畫是這是我的王國我可以處理,火真猛呢好大家𠊎个計畫係這係𠊎个王國𠊎會用个處理,foo31 zhin11 mang31 ne31 hoo31 tai55 ga11 ngai53 e55 ge31 fa55 he55 lia24 he55 ngai53 e55 ong53 gud24 ngai53 bbue55 rhung55 e55 chi31 li31,,
0sl4d9t7ta.wav,那個岩漿會讓樹木著火的提絜諾文你們要確定那種事不會發生我來阻止火災因為我早就打算這麼做了等等我,遐石頭漿會得樹著火个提絜諾文你人愛確定遐款事毋會發生𠊎來阻擋火災係因為𠊎早即打算討恁做啊嘿等𠊎啦,ga24 sha55 teu53 ziong11 bbue55 ded24 shi55 choo55 foo31 e11 te55 gied24 no55 bbun53 hen53 ngin53 oi31 koo24 ten55 ga24 kuan31 she55 m11 bbue55 fad24 sen11 ngai53 loi53 zu31 dong31 foo31 zai11 he55 rhin11 bbui11 ngai53 zoo31 cid43 da31 son31 too31 en24 zoo31 a11 he31 den31 ngai53 la11,,
2leywfilhz.wav,來犁田囉,來犁田囉,loi53 le53 teen53 loo24,,
kvzr32blde.wav,走路看路我要築一道岩石城牆來擋住岩漿挖出一條渠溝就沒有問題了太多煙了我什麼都看不到把你的控制器拉起來,行路䀴路啊𠊎討起一面石頭牆來擋石頭漿摟出一條溝即無問題啊傷多煙啊𠊎麼个攏䀴無呢拁你个控制器揪起來,hang53 lu55 ngiang31 lu55 a11 ngai53 too31 ki31 rhid24 mien31 sha55 teu53 ciong53 loi53 dong31 sha55 teu53 ziong11 leu31 chid24 rhid24 teeu53 geu11 cid43 mo53 mun55 te53 a11 shiong11 doo11 rhen11 a11 ngai53 bboo24 gai31 lung31 ngiang31 mo53 ne31 ga11 hen53 e55 kung31 zhi31 ki31 kiu31 ki31 loi53,,
887sjmuqs0.wav,達里拉幫助其他人我來拯救那些猿猴喂不行這是我家,達里拉鬥相共別儕𠊎來救遐兜猴喂毋會用這係𠊎个屋下,tad43 li31 la11 deu31 siong11 kung55 pe55 sa53 ngai53 loi53 giu31 ga24 deu11 heu53 ue31 m11 bboi55 rhung55 lia24 he55 ngai53 e55 bbu24 ha11,,
047cd1hgo9.wav,我來了快大家上來我救你們下去,𠊎來啊較緊个大家起來啦𠊎救你人落去,ngai53 loi53 a11 ka31 gin31 e11 tai55 ga11 ki31 loi53 la11 ngai53 giu31 hen53 ngin53 loo55 kui31,,
ehkhlm60vp.wav,我需要更多的岩石幫幫我不要請幫我挖溝,𠊎愛擱較多个石頭拁*𠊎鬥相共無愛請拁𠊎鬥摟溝,ngai53 oi31 goo24 ka31 doo11 e55 sha55 teu53 ga11*ngai53 gai24 deu31 siong11 kung55 mo53 oi31 ciang31 ga11 ngai53 deu31 leu31 geu11,,
ydaup4w9fg.wav,樹木它們著火了糟了我們沒時間撤退所有人了你有聽到聲音嗎,樹木佢人著火啊壞啊𫣆人無時間撤退歸下个人啊你敢有聽著聲,shi55 hm24 gui53 ngin53 choo55 foo31 a11 fai55 a33 een11 ngin53 mo53 shi53 geen11 ched24 toi31 gui11 ha55 e55 ngin53 a11 hen53 gam31 rhiu11 ten11 choo55 shang11,,
709l0khzqj.wav,大家都好嗎都很好,大家攏好無攏真好啦,tai55 ga11 lung31 hoo31 mo53 lung31 zhin11 hoo31 la11,,
rvfn3qeij2.wav,我剛剛在想如果我能滑行就能激起一些塵土將火給熄滅你做得很好捷巴利而我們做得不好我們沒有表現出團隊的樣子把那些猿猴害得很慘,𠊎頭下在想若係𠊎用溜行即會用噴起一兜泥拁火滅么你做了真好捷巴利啊𠊎人做了無好𫣆人無表現出團隊个樣拁遐兜猴害到真慘,ngai53 teu53 ha55 de55 siong55 na31 he55 ngai53 rhung55 liu11 hang53 cid43 bbue55 rhung55 pun31 ki31 rhid24 deu11 ni53 ga11 foo31 med43 iaunn11 hen53 zoo31 leeu31 zhin11 hoo31 ciab43 ba11 li55 a31 ngai53 ngin53 zoo31 leeu31 mo53 hoo31 een11 ngin53 mo53 bio31 hien55 chid24 ton53 tui55 e55 rhiong55 ga11 ga24 deu11 hio53 hoi55 doo31 zhin11 cam31,,
04qied7gz8.wav,說得對我們算好運下次會做得更好我覺得這些地震不太對勁村子底下有許多隧道奇怪了 真的很奇怪對吧,講了著𫣆人算好運後回會做到擱較好𠊎感覺這兜地動無幾著呢莊頭下腳有真多磅空怪奇个 正經足怪奇个著無,gong31 leeu31 choo55 een11 ngin53 son31 hoo31 bbin55 heu55 fue53 bbue55 zoo31 doo31 goo24 ka31 hoo31 ngai53 gam31 goo24 li24 deu11 ti55 tung11 mo53 gid24 chio55 ne31 zong11 teu53 ha11 gio24 rhiu11 zhin11 doo11 bong55 kung11 guai31 ki53 e11 zhin31 gen11 ziu24 guai31 ki53 e11 choo55 mo53,,
kgoxsyj5ha.wav,因為猿猴是不挖隧道的這才奇怪這是怎麼回事啊隧道變成這樣它們直通往去平原王國了王國戰隊請回答我們有麻煩了是平原王國嗎,因為猴係毋摟磅空个按正怪奇這係仰子啊磅空變做按佢人一直通到位去平原王國啊王國戰隊請回答𫣆人有麻煩啊敢係平原王國,rhin11 bbui11 heu53 he55 m55 leu31 bong55 kung11 e11 an24 zhang31 guai31 ki53 lia24 he55 ngiong55 zu31 a11 bong55 kung11 bien31 zoo31 an24 gui53 ngin53 rhid24 chid43 tung11 doo31 bbi55 kui31 pin53 ngien53 ong53 gud24 a33 ong53 gud24 zhen31 tui55 ciang31 fue53 dab24 een11 ngin53 rhiu11 ma53 fan53 a11 gam31 he55 pin53 ngien53 ong53 gud24,,
a0bm6c0wdy.wav,你怎麼知道路上再跟你說,你呔會知路上正拁*你講啦,hen53 ta55 bbue55 di11 lu55 shong55 zhang31 ga11*hen53 gen24 gong31 la11,,
fgo6wc8xbw.wav,平原王國上的貓咪家是蓋在高高的岩石臺地上而那些地震會讓它們倒下來的我們不能讓那種事發生好的各位我們來了,平原王國个貓屋係起在高高个岩石臺崠啊遐兜地動會得佢人倒落去𫣆人毋會用得遐款事情發生好啦大家𠊎人來啊,pin53 ngien53 ong53 gud24 e55 ngiau31 bbu24 he55 ki31 de55 goo11 goo11 e55 ngiam53 sha55 tai53 dun31 a31 ga24 deu11 ti55 tun11 bbue55 dad24 gui53 ngin53 doo31 loo55 kui31 een11 ngin53 m11 bboi55 rhung55 dad24 ga24 kuan31 su55 cin53 fad24 sen11 hoo31 la11 tai55 ga11 ngai53 ngin53 loi53 a11,,
poq0iot55j.wav,這下糟了真的糟了這對我們而言也是太難處理了,這下壞啊正經壞啊呢這對𫣆人來講嘛係傷難處理啊,li24 ha55 fai55 a33 zhin31 gen11 fai55 a33 ne31 lia24 doi31 een11 ngin53 loi53 gong31 ma11 he55 shiong55 nan53 chi31 li31 a11,,
fi4ztadm8s.wav,大地在搖晃石頭屋也是要把他們救到安全的地方那是咪登她快負擔不起了我們該怎麼做我有個建議倒車,大地在搖石頭屋嘛係愛拁佢人救去安全个所在遐係咪登硬討拄毋會核啊𫣆人愛仰子做啊𠊎有一個建議駛倒倒,tai55 ti55 de55 rhio53 sha55 teu53 bbu24 ma11 he55 oi31 ga11 gui53 ngin53 giu31 kui31 on11 cien53 e55 su31 cai55 ga24 he55 mi11 den11 ngang55 too31 du31 m11 bboi55 hed43 a11 een11 ngin53 oi31 ngiong55 zu31 zoo31 a11 ngai53 rhiu11 rhid24 gai31 gien31 ngi55 su31 doo31 doo31,,
b6vo4s8w23.wav,情況越來越糟糕了各位我剛有掃描了這條隧道從石柱的底下穿越過去如果石柱沒有因為地震而倒塌也會陷進岩漿裡的聽好了我有個計畫,情況若來若壞啊大家𠊎頭下有掃描啊這條磅空對石頭柱下腳穿過去若係石頭柱無因為地動倒落嘛會陷入去石頭漿內底聽好啊𠊎有一個計約,cin53 kong31 na31 loi53 na31 fai55 a33 tai55 ga11 ngai53 teu53 ha55 rhiu11 soo31 mio53 a11 li24 teeu53 bong55 kung11 doi31 sha55 teu53 teeu11 ha11 gio24 chon11 goo31 kui31 na31 he55 sha55 teu53 teeu11 mo53 rhin11 bbui11 ti55 tung11 doo31 loo55 ma11 bbue55 ham55 ngib43 kui31 sha55 teu53 ziong11 nui55 de31 ten11 hoo31 a11 ngai53 rhiu11 rhid24 gai31 ge31 rhio24,,
ep5zcr11zc.wav,提絜諾文我們必須讓岩漿冷卻變回堅硬石頭的樣子這是讓那些石柱不會陷進去的方法了讓岩漿冷卻要怎麼做用湖裡的水在湖與岩漿之間開一條走道,提絜諾文𫣆人愛得石頭漿冷落來變轉丁石頭个樣這係得遐兜石頭柱毋會陷入去个方法得石頭漿冷落來討仰子做用湖底个水啊在湖和石頭漿中央開一條路,te55 gied24 no55 bbun53 een11 ngin53 oi31 dad24 sha55 teu53 ziong11 len11 loo55 loi53 bien31 zhen31 ding11 sha55 teu53 e55 rhiong55 lia24 he55 dad24 ga24 deu11 sha55 teu53 teeu11 m11 bboi55 ham55 ngib43 kui31 e55 fong11 fad24 dad24 sha55 teu53 ziong11 len11 loo55 loi53 too31 ngiong55 zu31 zoo31 rhung55 bbu53 de31 e55 fi31 a33 da55 bbu53 ham55 sha55 teu53 ziong11 dung11 ong11 koi11 rhid24 teeu53 lu55,,
kvopd2fwy1.wav,或許可行所以你的意思是要我和獾一起合作麻煩你們了達里拉捷巴利你們跟我來,無定著會使所以你个意思係愛𠊎和獾作垺合作係毋*係麻煩你人啊達里拉捷巴利你人跈𠊎來,mo53 ten55 choo55 bbue55 sai53 su31 rhi31 hen53 e55 rhi31 su31 he55 oi31 ngai53 ham55 huan11 zoo24 pu53 hab43 zoo24 he55 m11*he55 me11 ma53 fan53 hen53 ngin53 a33 tad43 li31 la11 ciab43 ba11 li55 hen53 ngin53 ten53 ngai53 loi53,,
l0twfsh60i.wav,好我們出發吧,好啦𫣆人出發啦,hoo31 la11 een11 ngin53 chid24 fad24 la11,,
njbwfl5ldm.wav,你們兩個沒事吧,你兩個無仰子嗬,hen53 liong31 gai31 mo53 ngiong55 zi31 honn31,,
vaj0qe8w6k.wav,捷巴利你在裡面嗎咪登撐住得讓那些臺地保持直立有想法嗎我們一定要在每根石柱上綁上繩索那才可以防止它們倒塌但我沒有什麼繩索啊,捷巴利你敢在內底咪登楗个愛得遐兜臺地保持直直有想法無𫣆人一定要在逐支石頭柱面上䌈索按正會用防止佢人倒落毋過𠊎無麼个索啊,ciab43 ba11 li55 hen53 gam31 de55 nui55 de31 mi11 den11 gin11 e11 oi31 dad24 ga24 deu11 tai53 ti55 boo31 chi53 chid43 chid43 rhiu11 siong55 fad24 mo53 een11 ngin53 rhid24 ten55 rhio31 da55 tu55 gi11 sha55 teu53 teeu11 min31 shong55 ta24 soo24 an24 zhang31 bbue55 rhung55 fong53 zhi31 gui53 ngin53 doo31 loo55 m55 goo31 ngai53 mo53 bboo24 gai31 soo24 a33,,
wsn9cpku64.wav,我有辦法做你給我路線沒問題我已經把座標傳給你了收到了走吧,我有法度做你得𠊎路線啦沒問題我已經拁座標傳得你啊收著啊來*去去,ngo31 rhiu11 fad24 tu55 zoo31 hen53 ded24 ngai53 lu55 sien31 la11 mud43 mun55 te53 ngo31 rhi31 gen11 ga11 zoo11 bio11 chuan53 dad24 hen53 a11 shiu11 choo55 a33 loi53*kui31 lui33 kui31,,
4e0nigl974.wav,有用耶,有效耶,rhiu11 hau55 e33,,
ryd90siyao.wav,陷下去了我們沒時間了,陷落去啊𫣆人無時間啊,ham55 loo55 kui31 a11 een11 ngin53 mo53 shi53 geen11 a11,,
c37igh1ued.wav,我準備好了,𠊎準備好啊,ngai53 zhin31 pi55 hoo31 a11,,
uookkmost3.wav,成功了大家做得好有人有看到諾文嗎他在水邊失去蹤影了別擔心我,成功啊大家做了好有人䀴著諾文無佢在水脣無去啊哈哈哈毋使擘心𠊎啦,shin53 gung11 a11 tai55 ga11 zoo31 leeu31 hoo31 rhiu11 ngin53 ngiang31 choo55 no55 bbun53 mo53 gui53 da55 fi31 fin53 mo53 kui31 a11 ha11 ha11 ha11 m55 su31 ba24 sim11 ngai53 la11,,
zphql5wozy.wav,這個潛水艇還不錯呢我必須稱讚你路卡你的計畫成功了謝了這要團隊努力才會成功的我掃描了一下隧道,這個潛水艇猶毋會䆀咧𠊎拁*你阿腦路卡你个計畫成功啊勞力這愛團隊打拚正會成功个我掃描一下磅空,li24 gai31 ciam53 fi31 ten53 ia53 m11 bboi55 bbai11 le11 ngai53 ga11*hen53 gen24 on11 nung31 lu55 ka31 hen53 e55 ge31 fa55 shin53 gung11 a11 loo31 lad43 lia24 oi31 ton53 tui55 da31 biang31 zhang31 bbue55 shin53 gung11 e11 ngo31 soo31 mio53 rhid24 ha55 bong55 kung11,,
dptflzp367.wav,和我們之前在叢林王國發現的一樣提絜你們獾是挖掘專家能把隧道挖這麼大這麼快的東西是什麼呢能辦到這樣子大概是機器了一定是台很大的機器,和𫣆人進前在叢林王國發現个共樣提絜你人獾係摟空專家會用拁磅空摟到恁大恁緊个係麼个啊會用做到按大概係機器定著一台真大台个機器,ham55 een11 ngin53 zin31 cien53 de55 cung53 lim53 ong53 gud24 fad24 hien55 e55 kung55 rhiong55 te55 gied24 hen53 ngin53 fuan11 he55 leu31 kung11 zhuan11 ga11 bbue55 rhung55 ga11 bong55 kung11 leu31 doo31 ngin31 tai55 ngin31 gin31 e55 he55 bboo24 gai31 a11 bbue55 rhung55 zoo31 doo31 an24 tai55 kai31 he55 ga11 ki31 ten55 choo55 rhid24 tai53 zhin11 tai55 tai53 e55 ga11 ki31,,
2ousnvr6aj.wav,為什麼會有人想四處挖隧道啊王國戰隊你們快來看看這個五王國的市民大家好我很驕傲的宣布貓咪株式會社改變了廢物處理方式,係仰子會有人想討滿哪位摟磅空咧王國戰隊你人較緊來䀴這個五王國个市民大家好𠊎真驕傲个宣布貓咪株式會社改變廢物處理方式,he55 ngiong55 zu31 bbue55 rhiu11 ngin53 siong55 too31 man31 na55 bbi55 leu31 bong55 kung11 le11 ong53 gud24 zhen31 tui55 hen53 ngin53 ka31 gin31 loi53 ngiang31 li24 gai31 m31 ong53 gud24 e55 shi55 min53 tai55 ga11 hoo31 ngai53 zhin11 gio11 ngo55 e55 sien11 bu31 ngiau31 mi11 zhi11 shid24 fui55 sha55 goi31 bien31 fui31 bbud43 chi31 li31 fong11 shid24,,
