檔名,中文,客語漢字,客語拼音,標籤,備註
kn1b4wztcz.wav,阿爾伯爾喜歡住在這片位於中亞環繞的壯麗景色然而教育讓他開拓了視野在他內心的深處有另一種渴望也慢慢孳生,阿爾伯爾當好戴在這片位在中亞圍緊个壯麗景色毋過教育分佢開拓視野在厥心肝肚个深處有另外一種想望乜慢慢產生,a33 ni33 bag21 ni33 dong33 hau53 dai53 to33 lia31 pien31 vui53 to33 zhung33 a31 vui113 gin31 gai33 zong53 li53 gin31 sed21 m113 go53 gau53 rhug21 bun33 gi113 koi33 tog21 shi53 rha33 to33 gia33 sim33 gon33 du31 gai33 chim33 chu53 rhiu33 nang53 nguai53 rhid21 zhung31 siong31 mong53 me33 man53 man53 san31 sen33,,
9k4ei1a3vg.wav,儘管他熱愛這些山脈但他也懷疑是否能延續他父母的生活方式他可能會做出離開的決定,都算佢當好這兜山毋過佢乜疑狐敢使得延續厥爺哀个生活方式佢可能會做出離開个決定,do33 son53 gi113 dong33 hau53 lia31 deu33 san33 m113 go53 gi113 me33 ngi113 fu113 gam31 sii31 ded21 rhen113 siug54 gia33 rha113 oi33 gai33 sen33 fad54 fong33 shid21 gi113 ko31 nen113 voi33 zo53 chud21 li113 koi33 gai33 gied21 tin53,,
sx7ywfxb0j.wav,阿爾伯爾決定繼續接受高等教育成為一位電腦工程師,阿爾伯爾決定繼續接受高等教育變做一個電腦工程師,a33 ni33 bag21 ni33 gied21 tin53 gi53 siug54 ziab21 shiu53 go33 den31 gau53 rhug21 bien53 zo53 rhid21 gai53 tien53 no31 gung33 chang113 sii33,,
090ps16ike.wav,他以身為吉爾吉斯人感到光榮並樂於研究自己族群的歷史和他的出身以及那些人為了國家獨立而奮戰的偉大事蹟,佢身為吉爾吉斯人試著當光榮乜當歡喜來研究自家族群个歷史還有厥个出身過還有該兜人為著國家獨立來奮戰个偉大事蹟,gi113 shin33 vui113 gid21 ni33 gid21 sii33 ngin113 chi53 do31 dong33 gong33 rhung113 me33 dong33 fan33 hi31 loi113 ngien113 giu53 ci33 ga33 cug54 kiun113 gai33 led54 sii31 han113 rhiu33 gia33 gai33 chud21 shin33 go53 han113 rhiu33 gai53 deu33 ngin113 vui53 do31 guad21 ga33 tug54 lib54 loi113 fun53 zhen53 gai33 vui31 tai53 sii53 zid21,,
dzwzflzwih.wav,但是最重要的就是他很喜歡聽父親童年的歌曲這些民歌讓他的遊牧民族的祖先更能將他們的生活與騎馬的熱情延續下來,毋過盡重要个斯係佢當好聽阿爸童年个歌這兜民歌分厥遊牧民族个祖公還較使得將厥等个生活並騎馬个熱情延續落來,m113 go53 cin53 chung53 rheu53 gai33 sii33 he53 gi113 dong33 hau53 ten33 a33 ba33 tung113 ngien113 gai33 go33 lia31 deu33 min113 go33 bun33 gia33 rhiu113 mug54 min113 cug54 gai33 zu31 gung33 han113 ka33 sii31 ded21 ziong33 gia33 nen35 gai33 sen33 fad54 bin53 ki113 ma33 gai33 ngied54 cin113 rhen113 siug54 log54 loi113,,
phkakrmbuk.wav,就是不可以離開馬這是唯一的最高原則,斯係使毋得離開馬這係唯一个盡高原則,sii33 he33 sii31 m113 ded21 li113 koi33 ma33 lia31 he33 vui113 rhid21 gai33 cin53 go33 ngien113 zed21,,
bgqzolnwa4.wav,剛開始前面幾公里的路程總是讓人感覺是場冒險是一種令人興奮的責任感和無憂無慮的感覺阿爾伯爾和他的馬 布魯,正開始頭前幾公里个路程總係分人試著係一場冒險係一種分人當暢个責任感還有無愁無慮个感覺阿爾伯爾同厥馬布魯,zhang53 koi33 chi31 teu113 cien113 gi31 gung33 li33 gai33 lu53 chang113 zung31 he33 bun33 ngin113 chi53 do31 he33 rhid21 chong113 mo53 hiam31 he33 rhid21 zhung31 bun33 ngin113 dong33 tiong53 gai33 zid21 rhim53 gam31 han113 rhiu33 mo113 seu113 mo113 li53 gai33 gam31 gog21 a33 ni33 bag21 ni33 tung113 gia33 ma33 bu53 lu33,,
xmwmk0p01h.wav,培養了一種非常好的默契他和布魯每天來回學校的路線有許多他們很喜歡的祕密之處有自由馳騁在田野上有飲水的溪流水,培養出一種當好个默契佢同布魯逐日來回學校个路線有當多厥等當好个祕密所在有自由在田野項走有食水个河壩水,pui113 rhong33 chud21 rhid21 zhung31 dong33 ho31 gai33 mad54 kie53 gi113 tung113 bu53 lu33 dag21 ngid21 loi113 fui113 hog54 gau31 gai33 lu53 sien53 rhiu33 dong33 do33 gia33 nen35 dong33 hau53 gai33 bi53 med54 so31 cai53 rhiu33 cii53 rhiu113 to33 tien113 rha33 hong33 zeu31 rhiu33 shid54 shui31 gai33 ho113 ba53 shui31,,
bb7mujrd3y.wav,還有狼群會出沒的地區他們互相依賴著對方,還有狼群會出現个地區厥等互相依賴著對方,han113 rhiu33 long113 kiun113 voi33 chud21 hien53 gai33 ti53 ki33 gia33 nen35 fu53 siong33 rhi33 lai53 do31 dui53 fong33,,
ki1c9jbfuq.wav,在這些荒野之處稍有不慎就會喪命,在這兜荒野个所在略略無注意斯會無命,to33 lia31 deu33 fong33 rha33 gai33 so31 cai53 liog54 liog54 mo113 zhu53 rhi53 sii33 voi33 mo113 miang53,,
wslqksokv0.wav,如果河面上的冰破了就沒有人會來救他們布魯非常擔心但是阿爾伯爾不是怕狼群他更怕摔倒他透過鼓勵布魯,若講河壩面頂个冰落撇了斯無人會來救厥等布魯當愁毋過阿爾伯爾毋係驚狼群佢還較驚跌倒佢透過鼓勵布魯,na33 gong31 ho113 ba53 mien53 den31 gai33 ben33 lab21 ped21 le33 sii33 mo113 ngin113 voi33 loi113 giu53 gia33 nen35 bu53 lu33 dong33 seu113 m113 go53 a33 ni33 bag21 ni33 m113 he53 giang33 long113 kiun113 gi113 han113 ka33 giang33 died21 do31 gi113 teu53 go53 gu31 li53 bu53 lu33,,
ortuox2c06.wav,來讓他自己較放心,分佢自家較安心,bun33 gi113 ci33 ga33 ka33 on33 sim33,,
9x9phdgw6b.wav,他們已經在路上一個半小時了每次的挑戰都會讓他們浪費很多的時間這很難去預測會發生什麼狀況他們還有時間,厥等在路項點半點鐘了逐擺个挑戰總下會分厥等浪費當多个時間這當難去料想會發生麼个狀況厥等還有時間,gia33 nen35 to33 lu53 hong33 diam31 ban53 diam31 zhung33 le33 dag21 bai31 gai33 tiau33 zhen53 zung31 ha53 voi33 bun33 gia33 nen35 long53 fui53 dong33 do33 gai33 shi113 gien33 lia31 dong33 nan113 ki33 liau53 siong31 voi33 fad21 sen33 ma31 gai33 cong53 kong31 gia33 nen35 han113 rhiu33 shi113 gien33,,
y8z17mrhmo.wav,但只完成了一半,毋過干若完成一半了,m113 go53 gan33 na33 van113 shin113 rhid21 ban53 le33,,干若 gan33 na33 是對的。
rprxaz7cto.wav,不管阿爾伯爾對這條路有多熟悉每次上學的路總是有危險的可能或是驚喜都不一樣,毋管阿爾伯爾對這條路有幾熟絡逐擺去學校个路總係有危險个可能無斯驚喜做下無共款,m113 guan31 a33 ni33 bag21 ni33 dui53 lia31 tiau113 lu53 rhiu33 gid21 shug54 log54 dag21 bai31 ki33 hog54 gau31 gai33 lu53 zung31 he53 rhiu33 ngui113 hiam31 gai33 ko31 nen113 mo113 sii33 giang33 hi31 zo53 ha53 mo113 kiung53 kuan31,,
d8e3xaemr4.wav,可能看起來不大像但是野生漿果是最大的寶藏它們值得浪費寶貴的幾分鐘,可能看起來無麼像毋過野生漿果係盡大个寶藏厥等值得浪費寶貴个幾分鐘,ko31 nen113 kon53 ki31 loi113 mo113 ma31 ciong53 m113 go53 rha33 sen33 ziong33 go31 he33 cin53 tai53 gai33 bo31 cong113 gia33 nen35 dad54 ded21 long53 fui53 bo31 gui53 gai33 gi31 fun33 zhung33,,
plfl9yhf64.wav,阿爾伯爾破壞了最高原則離開了布魯在這一片白色的沙漠中他知道若有沒有馬他會讓他自己處於危險中,阿爾伯爾破壞盡高原則離開布魯了在這歸大片白色个沙漠肚佢知若講無馬佢會分佢自家在危險肚,a33 ni33 bag21 ni33 po53 fai53 cin53 go33 ngien113 zed21 li113 koi33 bu53 lu33 le33 to33 lia31 gui33 tai53 pien31 pag54 sed21 gai33 sa33 mog54 du31 gi113 di33 na33 gong31 mo113 ma33 gi113 voi33 bun33 gi113 ci33 ga33 to33 ngui113 hiam31 du31,,
0ahk6aek25.wav,阿爾伯爾非常喜歡這種奔跑的感覺非常自由有一種讓他將所有的緊張情緒放下來的自由騎馬翻越吉爾吉斯山脈,阿爾伯爾當罕這種走个感覺當自由有一種分佢同所有个緊張情緒放落來个自由騎馬盤過吉爾吉斯山脈,a33 ni33 bag21 ni33 dong33 han31 lia31 zhung31 zeu31 gai33 gam31 gog21 dong33 cii53 rhiu113 rhiu33 rhid21 zhung31 bun33 gi113 tung113 so31 rhiu33 gai33 gin31 zhong33 cin113 si53 biong53 log54 loi113 gai33 cii53 rhiu113 ki113 ma33 pan113 go53 gid21 ni33 gid21 sii33 san33 mag21,,情緒 cin113 si53 沒有錯。
7fu4x904mg.wav,阿爾伯爾已經到他的目標了他到達了他姐姐的家她和她的祖母住在另一個村落就是這時候他離開了布魯,阿爾伯爾既經到厥目標了佢到厥姊个屋家佢同厥奶戴在另外一個庄頭斯係這个時節佢離開布魯,a33 ni33 bag21 ni33 gi53 gin33 do53 gia33 mug21 piau33 le33 gi113 do53 gia33 ze53 gai33 vug21 ka33 gi113 tung113 gia33 ne31 dai53 to33 nang53 nguai53 rhid21 gai53 zong33 teu113 sii33 he33 lia31 gai33 shi113 zied21 gi113 li113 koi33 bu53 lu33,,
98178chgve.wav,在去上學之前他去找他的同學,去學校之前佢去尋厥同學,ki33 hog54 gau31 zii33 cien113 gi113 ki33 cim113 gia33 tung113 hog54,,
ojn0z05es8.wav,山裡的年少騎士搖身一變成學生,山肚後生个騎士一下斯變做學生,san33 du31 heu53 sang33 gai33 ki113 sii53 rhid21 ha53 sii33 bien53 zo53 hog54 sang33,,
06xbdbd3gz.wav,放學後他將騎著他的馬一起返回家裡的路,放學了後佢愛騎緊厥馬共下轉去屋家个路,biong53 hog54 liau31 heu53 gi113 oi33 ki113 gin31 gia33 ma33 kiung53 ha53 zhon31 ki33 vug21 ka33 gai33 lu53,,
3u79cjuy85.wav,當阿爾伯爾和他朋友見面時他不會後悔沒有遵照父親的方式,阿爾伯爾同厥朋友見面个時節佢毋會著切無照阿爸个方式,a33 ni33 bag21 ni33 tung113 gia33 pen113 rhiu33 gien53 mien53 gai33 shi113 zied21 gi113 m113 voi33 chog54 cied21 mo113 zheu53 a33 ba33 gai33 fong33 shid21,,
ybkcv21de6.wav,每天早晨在世界各地數以萬計的孩子踏上求學之路他們的夢想將設計出世界的未來,逐日朝脣在世界各地幾下萬個个細人踏上去學校个路厥等个夢想將會設計出世界个未來,dag21 ngid21 zheu33 shun113 to33 shi53 gai53 gog21 ti53 gi31 ha53 van53 gai53 gai33 se53 ngin113 tab54 shong33 ki33 hog54 gau31 gai33 lu53 gia33 nen35 gai33 mung53 siong31 ziong33 voi33 shed21 gie53 chud21 shi53 gai53 gai33 vui53 loi113,,
nvej7qclob.wav,我夢想我能去旅行舉例來說我想去美國,吾夢想𠊎使得去旅行比論來講𠊎想去美國,nga33 mung53 siong31 ngai113 sii31 ded21 ki33 li33 hang113 bi31 lun53 loi113 gong31 ngai113 siong31 ki33 mui33 guad21,,
wa3vbqjf4q.wav,但是不只那裡我想去參觀很多不同的國家想去發現不同的地方,毋過毋單淨往𠊎想去參觀當多無共款个國家想愛去發現無共款个所在,m113 go53 m113 dan33 ciang53 gong33 ngai113 siong31 ki33 cam33 guan33 dong33 do33 mo113 kiung53 kuan31 gai33 guad21 ga33 siong31 oi33 ki33 fad21 hien53 mo113 kiung53 kuan31 gai33 so31 cai53,,
i3iznwvhqn.wav,去了解不同的文化,去了解無共款个文化,ki33 liau31 gai31 mo113 kiung53 kuan31 gai33 vun113 fa53,,
khu8i9siln.wav,那是我的夢想,該係吾夢想,gai53 he33 nga33 mung53 siong31,,
viewgtvtke.wav,在印度洋馬達加斯加的西南方天氣酷熱富蘭克林和奧利佛居住在這,在印度洋馬達加斯加个西南片天時當熱富蘭克林還有奧利佛戴在這位,to33 rhin53 tu53 rhong113 ma33 tad54 ga33 sii33 ga33 gai33 si33 nam113 pien31 tien33 shi113 dong33 ngied54 fu53 lan113 kied21 lim113 han113 rhiu33 o53 li53 fud54 dai53 to33 lia31 vui53,,
dzmac57iib.wav,富蘭克林是弟弟他必須徵得哥哥奧利佛才能駕駛馬車他也非常自豪,富蘭克林係老弟佢定著愛問過阿哥奧利佛正使得駛馬車佢乜當沙鼻,fu53 lan113 kied21 lim113 he33 lo31 te33 gi113 tin53 chog54 oi33 mun53 go53 a33 go33 o53 li53 fud54 zhang33 sii31 ded21 sii31 ma33 cha33 gi113 me33 dong33 sa33 pi53,,
cr7qw9kriy.wav,明天這兩位男孩就要上學所以今天就要負責把全家需要的水從村落中唯一的井中取出來,天光這兩個細阿倈斯愛去學校讀書所以今晡斯愛負責同屋家愛用著个水去庄頭肚唯一个井打水,tien33 gong35 lia31 liong31 gai53 se53 a33 lai53 sii33 oi33 ki33 hog54 gau31 tug54 shu33 so31 rhi113 gim33 bu35 sii33 oi33 fu53 zid21 tung113 vug21 ka33 oi33 rhung53 do31 gai33 shui31 ki33 zong33 teu113 du31 vui113 rhid21 gai33 ziang31 da31 shui31,,
0czwjq54on.wav,在馬達加斯加取水是一件極挑戰的事情只有百分之十二的人口可以取得飲用水這口井是乾淨的水 唯一的來源也是該地區每個人集合的地方,在馬達加斯加取水係一件當挑戰个事情單淨百分之十二个人口有水好食這口井係淨俐水唯一个來源乜係這地區每一個人集合个所在,to33 ma33 tad54 ga33 sii33 ga33 ci31 shui31 he33 rhid21 kien53 dong33 tiau33 zhen53 gai33 sii53 cin113 dan33 ciang53 bag21 bun33 zii33 shib54 ngi53 gai33 ngin113 kieu31 rhiu33 shui31 ho31 shid54 lia31 kieu31 ziang31 he33 ciang53 li53 shui31 vui113 rhid21 gai33 loi113 ngien113 me33 he33 lia31 ti53 ki33 mui33 rhid21 gai53 ngin113 sib54 gab21 gai33 so31 cai53,,
r99zby5ja4.wav,兩百公斤的車這次換奧利佛接手在馬達加斯加去學校的路程很遠這些遙遠的路就變成無法上學主要的原因,兩百公斤个車這擺換奧利佛接手在馬達加斯加去學校个路程真遠這兜恁遠个路斯變做無法肚去學校主要个原因,liong31 bag21 gung33 gin33 gai33 cha33 lia31 bai31 van53 o53 li53 fud54 ziab21 shiu31 to33 ma33 tad54 ga33 sii33 ga33 ki33 hog54 gau31 gai33 lu53 chang113 zhin33 rhen31 lia31 deu33 an31 rhen31 gai33 lu53 sii33 bien53 zo53 mo113 fab21 du31 ki33 hog54 gau31 zhu31 rheu53 gai33 ngien113 rhin33,,
vl8ahityfi.wav,最重要的是很多貧困的家庭無法讓孩子入學他們的父親拒絕接受這樣的命運富蘭克林和奧利佛很幸運他們必須勝任這項任務,盡重要个係當多當匱个家庭無才調分細人去讀書厥等个阿爸毋想接受恁泥个運命富蘭克林同奧利佛當好運厥等定著愛同這項任務㧡起來,cin53 chung53 rheu53 gai33 he33 dong33 do33 dong33 kuai113 gai33 ga33 tin113 mo113 coi113 tiau53 bun33 se53 ngin113 ki33 tug54 shu33 gia33 nen35 gai33 a33 ba33 m113 siong31 ziab21 shiu53 an31 ne113 gai33 rhun53 miang53 fu53 lan113 kied21 lim113 tung113 o53 li53 fud54 dong33 ho31 rhun53 gia33 nen35 tin53 chog54 oi33 tung113 lia31 hong53 rhim53 mu53 kai33 ki31 loi113,,
2r5mqfvjg1.wav,而且具有挑戰性的家務事也是吸取生活經驗的一種方式,還有有挑戰性个家務事乜係學著生活經驗个一種方式,han113 rhiu33 rhiu33 tiau33 zhen53 sin53 gai33 ga33 mu53 sii53 me33 he33 hog54 do31 sen33 fad54 gin33 ngiam53 gai33 rhid21 zhung31 fong33 shid21,,
sfapzlzffv.wav,奧利佛和富蘭克林的父親是受過教育的人不同的是這裡四分之三的人都是文盲不幸的是他們無法求學要在田裡工作來養活全家人,奧利佛同富蘭克林厥爸係受過教育个人無共款个係這四分之三个人做下係文盲真不幸厥等使毋得去學校讀書愛在田項做事畜歸屋大細,o53 li53 fud54 tung113 fu53 lan113 kied21 lim113 gia33 ba33 he33 shiu53 go53 gau53 rhug21 gai33 ngin113 mo113 kiung53 kuan31 gai33 he33 lia31 si53 bun33 zii33 sam33 gai33 ngin113 zo53 ha53 he33 vun113 mo33 zhin33 bud21 hen53 gia33 nen35 sii31 m113 ded21 ki33 hog54 gau31 tug54 shu33 oi33 to33 tien113 hong33 zo53 she53 hiug21 gui33 vug21 tai53 se53,,
wnrt3kyuhd.wav,奧利佛和他的家人都有一種堅強的韌性由於蝗蟲過境和長年的乾旱破壞了他們的收成他們知道明天不一定會有飯吃,奧利佛同厥屋家人做下有一種堅強个韌性因致草蜢過境還有長年透天个燥旱破壞著厥等个收成厥等知天光無定著有飯好吃,o53 li53 fud54 tung113 gia33 vug21 ka33 ngin113 zo53 ha53 rhiu33 rhid21 zhung31 gien33 kiong113 gai33 ngiun53 sin53 rhin33 zhi53 co31 mag21 go53 gin31 han113 rhiu33 chong113 ngien113 teu53 tien33 gai33 zau33 hon33 po53 fai53 do31 gia33 nen35 gai33 shiu33 shin113 gia33 nen35 di33 tien33 gong35 mo113 tin53 chog54 rhiu33 pon53 ho31 kid54,,
2u883gprsl.wav,和許多不確定性所以他們在學業上取得成就感這是成功唯一的途徑這點他們兄弟很清楚,乜有當多無確定性所以厥等在學業方面取得成就感這係成功唯一个路途這點厥等兄弟當清楚,me33 rhiu33 dong33 do33 mo113 kog21 tin53 sin53 so31 rhi113 gia33 nen35 to33 hog54 ngiab54 fong33 mien53 ci31 ded21 shin113 ciu53 gam31 lia31 he33 shin113 gung33 vui113 rhid21 gai33 lu53 tu113 lia31 diam31 gia33 nen35 hiung33 ti53 dong33 cin33 cu31,,
jchp9ix62e.wav,他們要在此居住整個星期這兩個小男孩要自己獨立生活,厥等愛在這位戴歸個禮拜這兩個細阿倈愛自家獨立生活,gia33 nen35 oi33 to33 lia31 vui53 dai53 gui33 gai33 li33 bai53 lia31 liong31 gai53 se53 a33 lai53 oi33 ci33 ga33 tug54 lib54 sen33 fad54,,
t4jsonfb4p.wav,對富蘭克林來說 這是一項挑戰,對富蘭克林來講這係一項挑戰,dui53 fu53 lan113 kied21 na113 loi113 gong31 lia31 he53 rhid21 hong53 tiau33 zhen53,,
phyx4zdzrz.wav,富蘭克林總是很開心只要他有一支筆和一張紙就足夠了畫畫是他的興趣,富蘭克林總係當歡喜佢都講有一支筆還有一張紙斯罅擺咧畫圖係厥興趣,fu53 lan113 kied21 lim113 zung31 he33 dong33 fan33 hi31 gi113 do33 gong31 rhiu33 rhid21 zhi33 bid21 han113 rhiu33 rhid21 zhong33 zhi31 sii33 la53 bai31 le33 vag54 tu113 he33 gia33 hin33 ci53,,
aln001ly9e.wav,此外父母還要在田裡工作也沒有多餘的空暇,另外爺哀還愛在田項做事也無恁多个有閒時間,nang53 nguai53 rha113 oi33 han113 oi33 to33 tien113 hong33 zo53 she53 rha33 mo113 an31 do33 gai33 rhiu33 han113 shi113 gien33,,
vhxhrh1fx0.wav,許多像這樣年齡的馬達加斯加人放棄了學業,當多像恁泥年歲个馬達加斯加人放棄讀書,dong33 do33 ciong53 an31 ne113 ngien113 se53 gai33 ma33 tad54 ga33 sii33 ga33 ngin113 fong53 ki53 tug54 shu33,,
